vulnerability,capture_date,totalcount,exploit_source,exploit_type,exploit_platform,exploit_vendor,exploit_attack,cwe,cpe,vulnerable_cities,vulnerable_services,cvss_source,cvss3_basescore,cvss3_severity,cvss3_impactscore,cvss3_exploitabilityscore,cvss3_attackvector,cvss3_attackcomplexity,cvss3_privilegesrequired,cvss3_userinteraction,cvss3_scope,cvss3_confidentiality ,cvss3_integrity,cvss3_availability,cvss2_basescore,cvss2_severity,cvss2_impactscore,cvss2_exploitabilityscore,cvss2_attackvector,cvss2_attackcomplexity,cvss2_authentication,cvss2_confidentiality ,cvss2_integrity,cvss2_availability
CVE-2017-3738,11/14/2020,722321,"NVD,SecurityFocus",remote,OpenSSL,Openssl,Information Disclosure,200,"cpe:2.3:a:openssl:openssl:1.0.2:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2:beta1:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2:beta2:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2:beta3:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2a:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2b:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2c:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2d:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2e:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2f:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2g:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2h:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2i:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2j:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2k:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2l:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.0.2m:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0a:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0b:*:*:*:*:*:*:*,,cpe:2.3:a:openssl:openssl:1.1.0c:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0d:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0e:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0f:*:*:*:*:*:*:*,cpe:2.3:a:openssl:openssl:1.1.0g:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,High,None,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,Partial,None,None
CVE-2017-5340,11/14/2020,37354,NVD,"remote,dos,webapps",PHP,php,"Arbitrary Code Execution,Denial of Service",190,"cpe:2.3:a:php:php:7.0.0:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.1:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.2:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.3:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.4:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.5:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.6:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.7:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.8:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.9:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.10:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.11:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.12:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.13:*:*:*:*:*:*:*,cpe:2.3:a:php:php:7.0.14:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Insufficient_info,None,Partial,Partial,Partial
CVE-2017-5487,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,Information Disclosure,200,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,Low,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2017-5488,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-5489,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,"Cross-Site Request Forgery,Hijacking",352,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,05-Sep,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2017-5490,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-5491,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,Unauthorised Access,1188,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,None,Low,None,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2017-5492,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,"Cross-Site Request Forgery,Hijacking",352,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2017-5493,11/14/2020,338,NVD,"remote,webapps",Wordpress,Wordpress,Unauthorised Access,338,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,High,None,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2017-5610,11/14/2020,183,NVD,"remote,webapps",Wordpress,Wordpress,Unauthorised Access,200,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Paris","Apache httpd,nginx,Microsoft IIS httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,Low,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2017-5611,11/14/2020,183,NVD,"remote,webapps",Wordpress,Wordpress,SQL Injection,89,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Paris","Apache httpd,nginx,Microsoft IIS httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2017-5612,11/14/2020,183,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Paris","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-6377,11/14/2020,254,NVD,"remote,webapps",Drupal ,Drupal,"Unauthorised Access,Bypass",863,"cpe:2.3:a:drupal:drupal:8.2.0:*:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.0:beta1:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.0:beta2:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.0:beta3:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.0:rc1:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.0:rc2:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.1:*:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.2:*:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.3:*:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.4:*:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.5:*:*:*:*:*:*:*
   
  cpe:2.3:a:drupal:drupal:8.2.6:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Sydney,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,High,None,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2017-6379,11/14/2020,254,NVD,"remote,webapps",Drupal ,Drupal,Cross-Site Request Forgery,352,"cpe:2.3:a:drupal:drupal:8.2.0:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:beta1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:beta2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:beta3:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:rc1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:rc2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.1:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.2:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.3:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.4:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.5:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.6:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Sydney,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,5.9,1.6,Network,High,None,Required,Unchanged,High,High,High,5.1,MEDIUM,6.4,4.9,Network,High,None,Partial,Partial,Partial
CVE-2017-6381,11/14/2020,313,NVD,"remote,webapps",Drupal ,Drupal,Code Execution,829,"cpe:2.3:a:drupal:drupal:8.0.0:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha10:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha11:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha12:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha13:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha14:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha15:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha3:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha4:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha5:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha6:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha7:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha8:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:alpha9:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta10:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta11:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta12:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta13:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta14:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta15:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta16:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta3:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta4:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta6:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta7:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:beta9:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:rc1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:rc2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:rc3:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.0:rc4:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.1:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.2:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.3:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.4:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.5:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.0.6:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.0:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.0:beta1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.0:beta2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.0:rc1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.1:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.2:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.3:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.4:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.5:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.6:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.7:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.8:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.9:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.1.10:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:*:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:beta1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:beta2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:beta3:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:rc1:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.0:rc2:*:*:*:*:*:*,cpe:2.3:a:drupal:drupal:8.2.1:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.1,HIGH,5.9,2.2,Network,High,None,None,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2017-6441,11/14/2020,1481,NVD,"remote,dos,webapps",PHP,php,Denial of Service,476,cpe:2.3:a:php:php:7.1.2:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2017-6514,11/14/2020,1669,NVD,"remote,webapps",Wordpress,Wordpress,Information Disclosure,200,cpe:2.3:a:wordpress:wordpress:4.7.2,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,Low,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2017-6814,11/14/2020,1669,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,None,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2017-6815,11/14/2020,1669,NVD,"remote,webapps",Wordpress,Wordpress,Redirect,20,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,5.8,MEDIUM,4.9,8.6,Network,Medium,None,Partial,Partial,None
CVE-2017-6816,11/14/2020,1669,Shodan.io,"remote,webapps",Apache Tomcat,Apache,Information Disclosure,863,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,4.9,MEDIUM,3.6,1.2,Network,Low,High,None,Unchanged,None,High,None,5.5,MEDIUM,4.9,8,Network,Low,Single,None,Partial,Partial
CVE-2017-6817,11/14/2020,1669,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.4,MEDIUM,2.7,2.3,Network,Low,Low,Required,Changed,Low,Low,None,3.5,LOW,2.9,6.8,Network,Medium,Single,None,Partial,None
CVE-2017-6818,11/14/2020,1669,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-6819,11/14/2020,1669,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Request Forgery,352,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Mumbai,Paris,Montreal","Apache httpd,nginx,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.5,MEDIUM,3.6,2.8,Network,Low,None,Required,Unchanged,None,None,High,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,None,Partial
